site_id,n_total,n_train,n_val,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,val_loss,test_loss,epoch
SITE65,41,26,7,8,1,16,0.25,0.875,0.3709677457809448,1.625,2.207940101623535,2.184167504310608,2.703434467315674,1.84979248046875,1
SITE66,36,20,7,9,11,26,0.1111111119389534,0.3333333432674408,-1.0769226551055908,2.8888888359069824,3.265986442565918,1.8656649589538574,2.19289493560791,2.163224220275879,11
SITE73,71,43,10,18,1,16,0.5555555820465088,0.8333333134651184,0.49468088150024414,1.1666666269302368,2.2973413467407227,2.1391303539276123,1.6486198902130127,1.3939663171768188,1
SITE75,48,25,8,15,1,16,0.13333334028720856,0.46666666865348816,-1.9434850215911865,3.200000047683716,4.082482814788818,1.8579220175743103,1.834704041481018,2.1739258766174316,1
SITE76,26,14,3,9,1,16,0.0,0.1111111119389534,-2.3113205432891846,5.888888835906982,6.244997978210449,1.9638068675994873,2.057796001434326,2.9684975147247314,1
SITE78,36,25,4,7,1,16,0.1428571492433548,0.7142857313156128,-0.24926257133483887,2.7142856121063232,4.157609462738037,1.7464693188667297,2.1387076377868652,2.2053537368774414,1
SITE80,26,17,2,7,11,26,0.4285714328289032,0.7142857313156128,0.7007434964179993,1.2857142686843872,1.8126540184020996,0.5666846698150039,1.7224503755569458,1.635881781578064,11
SITE81,36,21,3,12,4,19,0.5833333134651184,1.0,0.746568113565445,0.8333333134651184,1.29099440574646,1.9751899242401123,2.0662660598754883,1.5167258977890015,4
SITE84,61,36,5,20,16,31,0.10000000149011612,0.800000011920929,-0.25435543060302734,1.7000000476837158,2.1213202476501465,1.1268445054690044,1.2668348550796509,2.9407182931900024,16
SITE86,34,25,2,7,1,16,0.1428571492433548,0.8571428656578064,-1.1000001430511475,2.142857074737549,3.273268461227417,1.8746080994606018,2.3050079345703125,2.2068610191345215,1
SITE94,81,48,8,25,2,17,0.36000001430511475,0.6000000238418579,-0.2692307233810425,1.9199999570846558,2.8142495155334473,1.899444619814555,1.960957407951355,1.947372555732727,2
SITE95,23,16,3,4,23,38,0.5,0.5,-7.0,3.0,4.242640495300293,0.4279341697692871,0.9549993276596069,3.1003355979919434,23
SITE96,21,12,1,8,12,27,0.625,0.625,0.10000002384185791,1.125,1.837117314338684,1.2286131381988525,1.648993730545044,1.323523998260498,12
SITE97,25,18,2,5,23,38,1.0,1.0,1.0,0.0,0.0,0.5472264736890793,0.17851173877716064,0.16062311828136444,23
SITE98,78,51,10,17,1,16,0.23529411852359772,0.6470588445663452,0.13402575254440308,1.941176414489746,2.461467742919922,2.106261372566223,2.391390323638916,3.0253093242645264,1
SITE104,48,29,6,13,11,26,0.23076923191547394,0.8461538553237915,0.332589328289032,1.384615421295166,1.881079912185669,1.2197481989860535,1.6642374992370605,1.6369664669036865,11
SITE106,52,28,7,17,1,16,0.1764705926179886,0.7647058963775635,-0.07716453075408936,1.8235293626785278,2.437452793121338,1.8768205046653748,2.451995372772217,1.8495489358901978,1
SITE111,55,31,8,16,20,35,0.125,0.375,-2.319444417953491,3.1875,3.8649063110351562,0.8277324736118317,1.5536284446716309,2.9717445373535156,20
SITE115,67,32,10,25,1,16,0.20000000298023224,0.800000011920929,-0.041666626930236816,1.7200000286102295,2.2715632915496826,1.9368828535079956,2.0848886966705322,1.979229748249054,1
SITE116,55,35,7,13,1,16,0.3076923191547394,0.692307710647583,0.32034212350845337,1.4615384340286255,2.0568833351135254,1.8477665185928345,2.349238634109497,1.9101642370224,1
SITE117,105,60,16,29,1,16,0.27586206793785095,0.6206896305084229,-0.6058112382888794,2.0,2.6392266750335693,1.9734520614147186,2.1968472003936768,2.01528000831604,1
SITE119,41,24,7,10,3,18,0.20000000298023224,0.5,-1.622950792312622,3.0,3.7947330474853516,1.8793584108352661,2.4387502670288086,2.0510916709899902,3
SITE125,27,19,5,3,1,16,0.0,0.6666666865348816,-0.6530611515045166,3.3333332538604736,4.242640495300293,2.091480255126953,1.968571662902832,2.7172040939331055,1
SITE127,60,31,10,19,1,16,0.31578946113586426,0.7368420958518982,-0.4539130926132202,1.5789474248886108,2.1521103382110596,2.2348448038101196,2.295053720474243,1.9808281660079956,1
SITE128,71,36,10,25,11,26,0.23999999463558197,0.6399999856948853,-1.1319444179534912,2.440000057220459,3.5042829513549805,1.8666272560755413,2.071906805038452,2.2119566202163696,11
SITE129,59,30,6,23,1,16,0.08695652335882187,0.5652173757553101,-0.8157894611358643,2.4782607555389404,3.169144630432129,2.234329581260681,2.2518062591552734,2.152461051940918,1
SITE132,34,20,2,12,1,16,0.1666666716337204,0.8333333134651184,-0.3842557668685913,2.3333332538604736,3.5118844509124756,2.001132607460022,2.8224167823791504,2.0119214057922363,1
